scenario,physical_recording_id,block_recording_id,event_id,window_bin_s,target_source_start_s,history_blocks,cadence_seconds,block_end_s,block_start_s,sample_offset,sample_count,block_features_json,context_features_json,linked_prns,linked_pair_count,history_reducer
cleanStatic,cleanStatic,cleanStatic,cleanStatic@444,444.0,443.28039548,4,0.5,441.50999999999999;442.00999999999999;442.50999999999999;443.00999999999999,441.5;442;442.5;443,11037500000;11050000000;11062500000;11075000000,250000;250000;250000;250000,"[[15.519224419916338,7.227789675930232,0.3861911355493397,0.21991552555646715],[15.519114003987285,7.228984618214612,0.385688444316597,0.21988463026993127],[15.505351123084301,7.226900701236124,0.3886828747181055,0.21731499110941346],[15.511841323539263,7.228332358722048,0.3874025186698789,0.2171648724922271]]","[15.513882717631798,7.2280018385257545,0.3869912433134802,0.21857000485700973]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@444.5,444.5,443.78039548,4,0.5,442.00999999999999;442.50999999999999;443.00999999999999;443.50999999999999,442;442.5;443;443.5,11050000000;11062500000;11075000000;11087500000,250000;250000;250000;250000,"[[15.519114003987285,7.228984618214612,0.385688444316597,0.21988463026993127],[15.505351123084301,7.226900701236124,0.3886828747181055,0.21731499110941346],[15.511841323539263,7.228332358722048,0.3874025186698789,0.2171648724922271],[15.511015842689009,7.223834479646012,0.3877064945539864,0.2188575292923351]]","[15.511830573324964,7.227013039454699,0.38737008306464193,0.21830550579097674]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@445,445.0,444.28039548,4,0.5,442.50999999999999;443.00999999999999;443.50999999999999;444.00999999999999,442.5;443;443.5;444,11062500000;11075000000;11087500000;11100000000,250000;250000;250000;250000,"[[15.505351123084301,7.226900701236124,0.3886828747181055,0.21731499110941346],[15.511841323539263,7.228332358722048,0.3874025186698789,0.2171648724922271],[15.511015842689009,7.223834479646012,0.3877064945539864,0.2188575292923351],[15.515184637677445,7.230774969064351,0.3897868922229676,0.21917503415076375]]","[15.510848231747504,7.227460627167133,0.3883946950412346,0.21812810676118485]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@445.5,445.5,444.78039548,4,0.5,443.00999999999999;443.50999999999999;444.00999999999999;444.50999999999999,443;443.5;444;444.5,11075000000;11087500000;11100000000;11112500000,250000;250000;250000;250000,"[[15.511841323539263,7.228332358722048,0.3874025186698789,0.2171648724922271],[15.511015842689009,7.223834479646012,0.3877064945539864,0.2188575292923351],[15.515184637677445,7.230774969064351,0.3897868922229676,0.21917503415076375],[15.516940458849824,7.228867230932581,0.3879336231259547,0.2205478278796117]]","[15.513745565688884,7.227952259591248,0.38820738214319694,0.21893631595373442]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@446,446.0,445.28039548,4,0.5,443.50999999999999;444.00999999999999;444.50999999999999;445.00999999999999,443.5;444;444.5;445,11087500000;11100000000;11112500000;11125000000,250000;250000;250000;250000,"[[15.511015842689009,7.223834479646012,0.3877064945539864,0.2188575292923351],[15.515184637677445,7.230774969064351,0.3897868922229676,0.21917503415076375],[15.516940458849824,7.228867230932581,0.3879336231259547,0.2205478278796117],[15.517769719071925,7.235099617926777,0.39047886495747136,0.21750647382406801]]","[15.515227664572052,7.22964407439243,0.388976468715095,0.21902171628669465]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@446.5,446.5,445.78039548,4,0.5,444.00999999999999;444.50999999999999;445.00999999999999;445.50999999999999,444;444.5;445;445.5,11100000000;11112500000;11125000000;11137500000,250000;250000;250000;250000,"[[15.515184637677445,7.230774969064351,0.3897868922229676,0.21917503415076375],[15.516940458849824,7.228867230932581,0.3879336231259547,0.2205478278796117],[15.517769719071925,7.235099617926777,0.39047886495747136,0.21750647382406801],[15.515678864499945,7.2324079265988175,0.39040178346144366,0.2179012113210628]]","[15.516393420024784,7.231787436130632,0.38965029094195935,0.21878263679387655]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@447,447.0,446.28039548,4,0.5,444.50999999999999;445.00999999999999;445.50999999999999;446.00999999999999,444.5;445;445.5;446,11112500000;11125000000;11137500000;11150000000,250000;250000;250000;250000,"[[15.516940458849824,7.228867230932581,0.3879336231259547,0.2205478278796117],[15.517769719071925,7.235099617926777,0.39047886495747136,0.21750647382406801],[15.515678864499945,7.2324079265988175,0.39040178346144366,0.2179012113210628],[15.511959832528204,7.225598428437058,0.38933808641579587,0.22002890938803646]]","[15.515587218737474,7.230493300973809,0.3895380894901664,0.21899610560319474]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@447.5,447.5,446.78039548,4,0.5,445.00999999999999;445.50999999999999;446.00999999999999;446.50999999999999,445;445.5;446;446.5,11125000000;11137500000;11150000000;11162500000,250000;250000;250000;250000,"[[15.517769719071925,7.235099617926777,0.39047886495747136,0.21750647382406801],[15.515678864499945,7.2324079265988175,0.39040178346144366,0.2179012113210628],[15.511959832528204,7.225598428437058,0.38933808641579587,0.22002890938803646],[15.515165322248981,7.2261821450190515,0.387954297594653,0.21984100457522865]]","[15.515143434587264,7.229822029495427,0.389543258107341,0.21881939977709897]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@448,448.0,447.28039548,4,0.5,445.50999999999999;446.00999999999999;446.50999999999999;447.00999999999999,445.5;446;446.5;447,11137500000;11150000000;11162500000;11175000000,250000;250000;250000;250000,"[[15.515678864499945,7.2324079265988175,0.39040178346144366,0.2179012113210628],[15.511959832528204,7.225598428437058,0.38933808641579587,0.22002890938803646],[15.515165322248981,7.2261821450190515,0.387954297594653,0.21984100457522865],[15.525987047501948,7.233389423559704,0.39069018103088776,0.21720298096514387]]","[15.51719776669477,7.229394480903657,0.3895960871256951,0.21874352656236795]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@448.5,448.5,447.78039548,4,0.5,446.00999999999999;446.50999999999999;447.00999999999999;447.50999999999999,446;446.5;447;447.5,11150000000;11162500000;11175000000;11187500000,250000;250000;250000;250000,"[[15.511959832528204,7.225598428437058,0.38933808641579587,0.22002890938803646],[15.515165322248981,7.2261821450190515,0.387954297594653,0.21984100457522865],[15.525987047501948,7.233389423559704,0.39069018103088776,0.21720298096514387],[15.50303350067605,7.22371874603391,0.3920769718300832,0.21881186232918698]]","[15.514036425738794,7.227222185762431,0.39001488421785496,0.21897118931439902]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@449,449.0,448.28039548,4,0.5,446.50999999999999;447.00999999999999;447.50999999999999;448.00999999999999,446.5;447;447.5;448,11162500000;11175000000;11187500000;11200000000,250000;250000;250000;250000,"[[15.515165322248981,7.2261821450190515,0.387954297594653,0.21984100457522865],[15.525987047501948,7.233389423559704,0.39069018103088776,0.21720298096514387],[15.50303350067605,7.22371874603391,0.3920769718300832,0.21881186232918698],[15.506122313169822,7.223631505597902,0.3885345583006593,0.2195491053055177]]","[15.5125770458992,7.2267304550526426,0.3898140021890708,0.2188512382937693]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@449.5,449.5,448.78039548,4,0.5,447.00999999999999;447.50999999999999;448.00999999999999;448.50999999999999,447;447.5;448;448.5,11175000000;11187500000;11200000000;11212500000,250000;250000;250000;250000,"[[15.525987047501948,7.233389423559704,0.39069018103088776,0.21720298096514387],[15.50303350067605,7.22371874603391,0.3920769718300832,0.21881186232918698],[15.506122313169822,7.223631505597902,0.3885345583006593,0.2195491053055177],[15.504769226141972,7.223392321893932,0.38862601985319956,0.21765117991528238]]","[15.509978021872449,7.2260329992713626,0.3899819327537074,0.21830378212878274]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@450,450.0,449.28039548,4,0.5,447.50999999999999;448.00999999999999;448.50999999999999;449.00999999999999,447.5;448;448.5;449,11187500000;11200000000;11212500000;11225000000,250000;250000;250000;250000,"[[15.50303350067605,7.22371874603391,0.3920769718300832,0.21881186232918698],[15.506122313169822,7.223631505597902,0.3885345583006593,0.2195491053055177],[15.504769226141972,7.223392321893932,0.38862601985319956,0.21765117991528238],[15.503488901068636,7.223188819130804,0.39106008004403947,0.2182152808766666]]","[15.50435348526412,7.223482848164137,0.3900744075069954,0.21855685710666342]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@450.5,450.5,449.78039548,4,0.5,448.00999999999999;448.50999999999999;449.00999999999999;449.50999999999999,448;448.5;449;449.5,11200000000;11212500000;11225000000;11237500000,250000;250000;250000;250000,"[[15.506122313169822,7.223631505597902,0.3885345583006593,0.2195491053055177],[15.504769226141972,7.223392321893932,0.38862601985319956,0.21765117991528238],[15.503488901068636,7.223188819130804,0.39106008004403947,0.2182152808766666],[15.503142946745632,7.219228291028042,0.390829816132405,0.21800030872489762]]","[15.504380846781515,7.22236023441267,0.38976261858257577,0.21835396870559107]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@451,451.0,450.28039548,4,0.5,448.50999999999999;449.00999999999999;449.50999999999999;450.00999999999999,448.5;449;449.5;450,11212500000;11225000000;11237500000;11250000000,250000;250000;250000;250000,"[[15.504769226141972,7.223392321893932,0.38862601985319956,0.21765117991528238],[15.503488901068636,7.223188819130804,0.39106008004403947,0.2182152808766666],[15.503142946745632,7.219228291028042,0.390829816132405,0.21800030872489762],[15.509776382103954,7.227045105708343,0.3917841446078031,0.2175559218385237]]","[15.50529436401505,7.22321363444028,0.39057501515936177,0.21785567283884258]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@451.5,451.5,450.78039548,4,0.5,449.00999999999999;449.50999999999999;450.00999999999999;450.50999999999999,449;449.5;450;450.5,11225000000;11237500000;11250000000;11262500000,250000;250000;250000;250000,"[[15.503488901068636,7.223188819130804,0.39106008004403947,0.2182152808766666],[15.503142946745632,7.219228291028042,0.390829816132405,0.21800030872489762],[15.509776382103954,7.227045105708343,0.3917841446078031,0.2175559218385237],[15.524568029733187,7.230076276176355,0.3892911905184225,0.22209788524701743]]","[15.510244064912854,7.224884623010886,0.3907413078256675,0.21896734917177635]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@452,452.0,451.28039548,4,0.5,449.50999999999999;450.00999999999999;450.50999999999999;451.00999999999999,449.5;450;450.5;451,11237500000;11250000000;11262500000;11275000000,250000;250000;250000;250000,"[[15.503142946745632,7.219228291028042,0.390829816132405,0.21800030872489762],[15.509776382103954,7.227045105708343,0.3917841446078031,0.2175559218385237],[15.524568029733187,7.230076276176355,0.3892911905184225,0.22209788524701743],[15.518812251084004,7.229416066128679,0.3890127290146895,0.21964680773212336]]","[15.514074902416695,7.226441434760354,0.39022947006833,0.21932523088564054]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@452.5,452.5,451.78039548,4,0.5,450.00999999999999;450.50999999999999;451.00999999999999;451.50999999999999,450;450.5;451;451.5,11250000000;11262500000;11275000000;11287500000,250000;250000;250000;250000,"[[15.509776382103954,7.227045105708343,0.3917841446078031,0.2175559218385237],[15.524568029733187,7.230076276176355,0.3892911905184225,0.22209788524701743],[15.518812251084004,7.229416066128679,0.3890127290146895,0.21964680773212336],[15.519716832954604,7.230082991467947,0.39212350703261795,0.21781407384924642]]","[15.518218373968935,7.22915510987033,0.39055289279338323,0.21927867216672775]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@453,453.0,452.28039548,4,0.5,450.50999999999999;451.00999999999999;451.50999999999999;452.00999999999999,450.5;451;451.5;452,11262500000;11275000000;11287500000;11300000000,250000;250000;250000;250000,"[[15.524568029733187,7.230076276176355,0.3892911905184225,0.22209788524701743],[15.518812251084004,7.229416066128679,0.3890127290146895,0.21964680773212336],[15.519716832954604,7.230082991467947,0.39212350703261795,0.21781407384924642],[15.52105982423524,7.230617909832249,0.39201709620586755,0.216666369955236]]","[15.521039234501757,7.2300483109013065,0.3906111306928994,0.2190562841959058]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@453.5,453.5,452.78039548,4,0.5,451.00999999999999;451.50999999999999;452.00999999999999;452.50999999999999,451;451.5;452;452.5,11275000000;11287500000;11300000000;11312500000,250000;250000;250000;250000,"[[15.518812251084004,7.229416066128679,0.3890127290146895,0.21964680773212336],[15.519716832954604,7.230082991467947,0.39212350703261795,0.21781407384924642],[15.52105982423524,7.230617909832249,0.39201709620586755,0.216666369955236],[15.517677528853126,7.226456457376687,0.38990960649795103,0.21816386161890944]]","[15.519316609281743,7.229143356201392,0.3907657346877815,0.2180727782888788]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@454,454.0,453.28039548,4,0.5,451.50999999999999;452.00999999999999;452.50999999999999;453.00999999999999,451.5;452;452.5;453,11287500000;11300000000;11312500000;11325000000,250000;250000;250000;250000,"[[15.519716832954604,7.230082991467947,0.39212350703261795,0.21781407384924642],[15.52105982423524,7.230617909832249,0.39201709620586755,0.216666369955236],[15.517677528853126,7.226456457376687,0.38990960649795103,0.21816386161890944],[15.52240636556859,7.231846713192147,0.38848586896413945,0.2189366115201487]]","[15.520215137902891,7.229751017967258,0.390634019675144,0.21789522923588517]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@454.5,454.5,453.78039548,4,0.5,452.00999999999999;452.50999999999999;453.00999999999999;453.50999999999999,452;452.5;453;453.5,11300000000;11312500000;11325000000;11337500000,250000;250000;250000;250000,"[[15.52105982423524,7.230617909832249,0.39201709620586755,0.216666369955236],[15.517677528853126,7.226456457376687,0.38990960649795103,0.21816386161890944],[15.52240636556859,7.231846713192147,0.38848586896413945,0.2189366115201487],[15.523320063100519,7.228253324108748,0.3895514226697207,0.22130462836449655]]","[15.52111594543937,7.229293601127458,0.3899909985844197,0.2187678678646977]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@455,455.0,454.28039548,4,0.5,452.50999999999999;453.00999999999999;453.50999999999999;454.00999999999999,452.5;453;453.5;454,11312500000;11325000000;11337500000;11350000000,250000;250000;250000;250000,"[[15.517677528853126,7.226456457376687,0.38990960649795103,0.21816386161890944],[15.52240636556859,7.231846713192147,0.38848586896413945,0.2189366115201487],[15.523320063100519,7.228253324108748,0.3895514226697207,0.22130462836449655],[15.523963718155127,7.230713515118304,0.3890964566841053,0.21886628440252792]]","[15.521841918919339,7.229317502448971,0.38926083870397915,0.21931784647652064]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@455.5,455.5,454.78039548,4,0.5,453.00999999999999;453.50999999999999;454.00999999999999;454.50999999999999,453;453.5;454;454.5,11325000000;11337500000;11350000000;11362500000,250000;250000;250000;250000,"[[15.52240636556859,7.231846713192147,0.38848586896413945,0.2189366115201487],[15.523320063100519,7.228253324108748,0.3895514226697207,0.22130462836449655],[15.523963718155127,7.230713515118304,0.3890964566841053,0.21886628440252792],[15.522961997463822,7.23478174094644,0.3895008005684992,0.22236093530388934]]","[15.523163036072015,7.23139882334141,0.3891586372216162,0.22036711489776561]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
